[2020-09-05 18:42:23 RayTracerMainProgram.py:859 -             <module>() ] 3.6.9 |Intel Corporation| (default, Sep 11 2019, 16:40:08) 
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.037447
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000601
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000608
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000614
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000616
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000591
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000580
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000571
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000571
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000571
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000567
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000562
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000521
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000516
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000505
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000485
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000477
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000485
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000485
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000470
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000472
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000474
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000469
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000467
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000469
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000472
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000465
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000450
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000450
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.037358
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000612
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000096
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000617
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000602
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000095
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000606
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000594
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000585
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000584
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000577
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000576
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000566
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000564
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000561
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000565
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000529
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000508
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000498
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000492
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000492
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000479
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000471
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000480
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000479
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000470
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000472
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000471
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000470
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000455
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000455
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000465
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000464
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000464
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000449
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000450
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.037426
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000606
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000097
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000608
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000606
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000614
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000589
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000584
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000575
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000571
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000570
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000576
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000570
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000566
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000525
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000517
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000503
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000487
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000482
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000483
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000480
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000471
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000474
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000478
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000472
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000461
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000468
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000469
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
